Phate_x,Phate_y
0.04389526,0.027051099
0.018728733,-0.006018266
0.021108496,-0.006461742
0.022297303,-0.003955122
0.018845825,0.007416468
0.046509553,0.033377763
0.026324927,-0.000123883
0.016796232,0.00973976
0.028049156,0.002079275
0.020102452,-0.006826076
0.044145949,0.031886444
0.0433782,0.024325356
0.017752805,0.009174724
0.044600762,0.026869883
0.021793652,-0.005894069
0.023368942,-0.004087649
0.014405021,-0.006068748
0.024356882,-0.002669378
0.047300214,0.036135718
0.020908797,-0.00550767
0.019854209,-0.009274009
0.025732186,-0.001669072
0.047668141,0.036145138
0.020349504,-0.00796396
0.020959252,-0.006700287
0.007064143,-0.007415516
0.028088116,0.005516975
0.018948279,-0.007968251
0.0199994,-0.007455315
0.044959705,0.032829414
0.019381845,-0.009433567
0.019728743,-0.008934797
0.047626119,0.033742217
0.019873306,-0.008729407
0.045664632,0.034083698
0.019309707,-0.008019278
0.024819048,-0.002587792
0.020580973,-0.005906799
0.026009609,-0.000782046
0.025112736,-0.002282725
0.046325578,0.034664888
0.047124191,0.032252642
0.027166056,-0.000188497
0.020260742,-0.007058104
0.023966109,-0.003245038
0.044701103,0.028556514
0.047560362,0.036859836
0.045107067,0.029524946
0.046294067,0.03382194
0.026309573,-0.000818638
0.02207803,-0.003257385
0.045903287,0.030989846
0.019539321,-0.007878973
0.023370905,-0.003581971
0.023983075,-0.003105213
0.021456291,-0.004455267
0.024737428,-0.001307571
0.046901739,0.031672481
0.027117617,-0.000634845
0.022686676,-0.005288452
0.021603534,-0.005262024
0.019798473,-0.007005014
0.016980191,0.009095416
0.043233723,0.024512497
0.019964578,-0.009004273
0.026168073,-0.00164114
0.025991124,-0.0010052
0.04385005,0.031552238
0.046273643,0.032636013
0.019370002,-0.00728374
0.045439048,0.029049377
0.047112649,0.032941202
0.036899297,0.019067841
0.019896481,-0.007712269
0.044271737,0.027019338
0.046420268,0.033974394
0.047270531,0.034551595
0.045672332,0.034113228
0.026920036,0.002075779
0.021368952,-0.006512474
0.045597012,0.028630209
0.048343004,0.036262504
0.021776761,-0.00512401
0.046637328,0.031439616
0.044080119,0.025681564
0.046709164,0.032485003
0.044578591,0.031990255
0.046364736,0.030450166
0.045670876,0.031468656
0.035248434,0.018192629
0.02073233,-0.006124027
0.04742606,0.033675432
0.046713219,0.032494608
0.029869698,0.006204277
0.022659195,-0.00395657
0.029661793,0.002447182
0.047121786,0.035346727
0.032784489,0.006863691
0.024461035,-0.001742659
0.01639698,0.010072354
0.044046946,0.031225979
0.047615638,0.035164649
0.019915428,-0.003391051
0.021362925,-0.00510926
0.026129852,-0.001348767
0.045419234,0.033747004
0.047353633,0.033605301
0.044530631,0.032069674
0.045545825,0.032102934
0.028983154,0.005814217
0.017959419,-0.009669364
0.021867286,-0.004480561
0.014275215,0.011265384
0.04655432,0.03170806
0.021075595,-0.005350999
0.017453928,0.01035937
0.017536282,-0.008318936
0.020568381,-0.006168443
0.03529232,0.017653936
0.02076053,-0.007050392
0.022357694,-0.004436065
0.019877471,-0.00461793
0.020865488,-0.005789312
0.04633981,0.032183991
0.019894218,-0.001786895
0.044258877,0.027011286
0.047187709,0.033975899
0.035245123,0.018063177
0.045063457,0.027297344
0.02333948,-0.004029362
0.02058345,-0.00747784
0.020744066,-0.004522102
0.044588383,0.028650595
0.021119857,-0.006149981
0.04629247,0.032285866
0.045319846,0.03273143
0.031310617,0.007477638
0.021399457,-0.006074849
0.022861769,-0.003650961
0.022774717,-0.00448913
0.04585855,0.032777812
0.047851586,0.035160708
0.023129357,-0.00334354
0.043597987,0.026806257
0.022331449,-0.003291441
0.030703721,0.002999429
0.021260897,-0.005567097
0.022517265,-0.003773612
0.045881129,0.029891361
0.016982509,0.01040128
0.048037954,0.035159829
0.016349261,0.010822695
0.021341826,-0.006283535
0.04579575,0.033021808
0.020495319,-0.007554172
0.020573011,-0.006081978
0.014835831,0.01208255
0.046555575,0.034534088
0.045103052,0.028175421
0.014300468,0.012856208
0.01969172,-0.008608947
0.045727251,0.034036561
0.044522135,0.032018596
0.028790688,0.006779439
0.047208102,0.035096736
0.016148457,0.010779259
0.024894147,-0.002197538
0.025072752,-0.002262786
0.02838507,0.000813009
0.021772263,-0.00532828
0.022275573,-0.0037791
0.0460215,0.032035649
0.046583831,0.031489075
0.034585291,0.0146546
0.030292038,0.00308131
0.018810437,-0.00944954
0.023438591,-0.004557756
0.047338216,0.035544097
0.04528619,0.028124329
0.044695177,0.027344168
0.045980926,0.03265822
0.046209578,0.034477605
0.048030834,0.03571962
0.04595497,0.032844311
0.047498975,0.035698092
0.045482018,0.03314866
0.021830002,-0.005043272
0.020541982,-0.007822358
0.022048383,-0.005052597
0.035289555,0.018063927
0.021819825,-0.005785356
0.022684513,-0.004066242
0.022163417,-0.005082975
0.025563924,-1.67E-05
0.020522353,-0.002055013
0.025061992,-0.002695754
0.023557776,-0.003854999
0.020464307,-0.006158873
0.047326066,0.034807654
0.023122841,-0.00414942
0.022380696,-0.003835059
0.019308873,-0.009278647
0.04712155,0.034957608
0.045457594,0.033513373
0.01614123,0.010967022
0.045577941,0.033804798
0.047269461,0.035009891
0.022842298,-0.004749941
0.045300143,0.033039404
0.048047402,0.03549196
0.047824909,0.034769744
0.046023773,0.033757192
0.020733174,-0.007222878
0.018907212,-0.00907812
0.020765661,-0.00620799
0.023763257,-0.003638931
0.024990479,-0.002154955
0.016449593,0.010931864
0.018565798,-0.007484761
0.021151499,-0.006276903
0.024072703,-0.00369935
0.024699755,-0.002634137
0.045005347,0.032779982
0.04426622,0.025925129
0.047001804,0.032469193
0.047521816,0.034979288
0.047154105,0.032527842
0.046881921,0.033601332
0.022316421,-0.004635075
0.045249945,0.029129622
0.020650047,-0.00627063
0.046233994,0.030870764
0.021789523,-0.004007854
0.012070551,0.013573102
0.047299807,0.035718174
0.045469721,0.031693751
0.018928841,0.007147095
0.026020352,-0.00129368
0.046114106,0.031981209
0.029425938,0.002781517
0.023818291,-0.003564829
0.016170714,-0.008082947
0.045973548,0.03252913
0.047667648,0.035102293
0.00682978,-0.006328496
0.047351341,0.034466232
0.019695583,-0.009377299
0.020491537,-0.007803164
0.045590201,0.032980317
0.048218177,0.036363234
0.013807465,0.013159835
0.044958976,0.026936598
0.025471233,-0.002384102
0.017885031,-0.007233789
0.020041193,-0.008665624
0.046941584,0.033891349
0.047164869,0.034933481
0.020404537,-0.006426431
0.014069,0.009959555
0.021858238,-0.003003835
0.046770194,0.031851375
0.023727821,-0.002521041
0.046254741,0.03295396
0.020835556,-0.006847817
0.02151141,-0.005205371
0.020840783,-0.006456903
0.046768485,0.035467542
0.024899932,-0.002485466
0.045358197,0.033561979
0.025510745,0.007733549
0.021134823,-0.005565015
0.044864689,0.028597922
0.046910524,0.035327224
0.020280557,-0.003179299
0.025342906,-0.001680094
0.014538146,0.012766653
0.036846032,0.012194973
0.020176374,-0.006990941
0.045538367,0.031726962
0.047790964,0.035819404
0.046882251,0.032091766
0.01921696,0.002863526
0.02958128,0.002098629
0.021907697,-0.004748329
0.013102682,0.013025422
0.046578982,0.032237544
0.021091419,-0.004857269
0.019730175,-0.007857604
0.018423106,-0.007436464
0.021560744,-0.004676767
0.032245934,0.006691478
0.046753386,0.034933928
0.042813797,0.028813697
0.022843811,-0.003386742
0.047753734,0.034935811
0.047432868,0.033856427
0.043912426,0.031550448
0.022526142,-0.005259204
0.03532634,0.017778426
0.021676971,-0.0044726
0.020625545,-0.006974176
0.012384026,-0.00634238
0.035293079,0.018251441
0.044964339,0.032948255
0.045100759,0.029107631
0.047276726,0.035406122
0.034745091,0.01678912
0.022087331,-0.004723152
0.031639214,0.006040433
0.022065269,-0.004942574
0.047204494,0.033713841
0.047740253,0.035432826
0.047851262,0.035031724
0.027705512,0.00617863
0.029759664,0.004170594
0.02601602,0.003181684
0.042138476,0.021676398
0.045436095,0.032254729
0.045069644,0.033687818
0.023314595,-0.004036929
0.020875571,-0.005949433
0.020361059,-0.006207187
0.046103383,0.029798742
0.019419655,-0.007790718
0.045436226,0.030051922
0.045288347,0.03467167
0.046034367,0.030101269
0.046932017,0.032435768
0.030547064,0.007046135
0.027406641,0.001050275
0.025696629,-0.001926924
0.019893563,-0.007155636
0.019375995,-0.00854044
0.023562372,-0.003208402
0.04572133,0.030804522
0.045716663,0.030824102
0.021151712,-0.006533345
0.046713683,0.032864147
0.04671356,0.03502093
0.045943196,0.032889539
0.02022753,-0.007417764
0.020591737,-0.005885568
0.020631982,-0.006358583
0.027388739,-0.0001423
0.020687363,-0.006352142
0.04668151,0.031069773
0.020180346,-0.006079594
0.014910821,0.010642887
0.020224945,-0.007557549
0.019678949,-0.008455941
0.019534606,-0.006939975
0.0247132,-0.00305005
0.047879215,0.036068829
0.018658705,-0.009699166
0.018594347,-0.007711239
0.03051727,0.004096606
0.046491063,0.032552235
0.019041783,-0.00643286
0.024811041,-0.001313875
0.021516868,-0.006798199
0.045968578,0.033438812
0.02197126,-0.003687764
0.046327556,0.033924748
0.036754841,0.018645487
0.045639425,0.032450143
0.047526228,0.034224149
0.020605472,-0.0067752
0.018575919,-0.006118276
0.047112303,0.035320168
0.014184251,0.013095606
0.019552647,-0.007328319
0.024412609,-0.002501826
0.047661744,0.034523291
0.014191946,0.011800052
0.012799089,0.011444406
0.046462159,0.034091127
0.021383809,-0.003669348
0.045444504,0.029268305
0.04524478,0.027825675
0.030249707,0.00280821
0.016974183,0.009428684
0.025973559,-0.001437769
0.035435487,0.017508573
0.020132407,-0.005988016
0.045377431,0.033593358
0.047782608,0.036303935
0.024848311,-0.002498814
0.04727924,0.033310988
0.017824891,0.008452921
0.04543204,0.02801272
0.046937288,0.035631254
0.031800199,0.005368955
0.020422792,-0.006962046
0.021572471,-0.003458417
0.020195046,-0.005422554
0.036119536,0.011885448
0.019639414,-0.008247788
0.047108784,0.036365634
0.032933035,0.007178438
0.047074411,0.032159525
0.023776099,-0.003831921
0.020759884,-0.007162376
0.032354453,0.006130038
0.023640054,-0.00338495
0.046452055,0.035031964
0.022191572,-0.004129166
0.02082931,-0.005456889
0.019872511,-0.002120159
0.046749561,0.034933914
0.021524876,-0.005996453
0.04529882,0.027928236
0.045243939,0.034220509
0.046512832,0.030535499
0.024553358,-0.003161499
0.01979278,-0.006245048
0.044109809,0.03187108
0.045716481,0.029260523
0.045853028,0.033645059
0.025915324,-0.001038603
0.027704824,0.000263463
0.044896749,0.029336484
0.023327241,-0.004618522
0.044863802,0.033235717
0.046428101,0.033412041
0.019891904,-0.005796822
0.022731824,-0.003538423
0.020945153,-0.006469057
0.023956946,-0.00305084
0.018282751,-0.009785615
0.030541329,0.003883327
0.045399719,0.030058448
0.047450991,0.033445968
0.019108462,-0.009283189
0.018505982,-0.007119448
0.047106398,0.033252785
0.01369077,0.011040409
0.02166748,-0.005985642
0.023135425,-0.00333619
0.022721582,-0.004169027
0.044354729,0.026770733
0.046968577,0.034517644
0.047062668,0.035957775
0.043909754,0.031573245
0.024221546,-0.002241333
0.029652238,0.003622627
0.047324191,0.033518396
0.027119747,0.001003931
0.047579711,0.036700982
0.019950394,-0.009214358
0.032253394,0.007830506
0.021144876,-0.003386907
0.045093532,0.027324424
0.045002029,0.033355422
0.023581215,-0.003081388
0.042248941,0.022422069
0.044605541,0.033313333
0.023972402,-0.003379679
0.044974022,0.032938045
0.020240269,-0.007982417
0.024197584,-0.003440703
0.03015019,0.005270677
0.021924991,0.000527
0.020242574,-0.006761696
0.035284326,0.018275283
0.020882005,-0.005225658
0.046314239,0.030509127
0.046199062,0.032671412
0.022065592,0.000806078
0.014529422,0.012387972
0.047705744,0.034948312
0.019798694,-0.007190084
0.023316811,-0.001208848
0.019948698,-0.007189414
0.022923817,-0.002925386
0.022061679,-0.005072696
0.025359317,-0.0023659
0.020427587,-0.008331212
0.04745679,0.035059579
0.022303845,-0.004653779
0.047817355,0.035254417
0.047935736,0.035183949
0.029214661,0.001706946
0.024514955,-0.002606159
0.046914278,0.032406899
0.030386211,0.00657292
0.031455547,0.006844701
0.019485537,-0.00921452
0.021499078,-0.003502269
0.021073358,-0.006565547
0.04624397,0.032616914
0.024884206,-0.002656876
0.020643921,-0.00678284
0.022988523,-0.004831285
0.026875223,0.003673278
0.019600957,-0.007122735
0.046554586,0.034100541
0.018457295,-0.008513793
0.046523676,0.030745554
0.027389999,0.003913329
0.020448941,-0.006517813
0.021731792,-0.004884415
0.021668955,-0.00499515
0.01845322,-0.006094331
0.030799726,0.003878084
0.019837239,-0.00856897
0.020065204,-0.007004567
0.023721422,-0.003921559
0.046381388,0.034704137
0.019585408,-0.007715777
0.046645698,0.031428058
0.04591948,0.03215663
0.046153334,0.033310534
0.022300288,-0.004444166
0.023068839,-0.003956216
0.047922737,0.03544363
0.04699415,0.034931524
0.045254483,0.03229034
0.047467044,0.034964595
0.045961511,0.032725179
0.020057146,-0.006189137
0.043444329,0.02842844
0.019360131,-0.006396468
0.047278256,0.036226587
0.019772656,-0.008279745
0.020155904,-0.006246229
0.032188806,0.0078322
0.045650629,0.029208989
0.046737491,0.03448797
0.022337144,-0.004654487
0.019872527,-0.007054927
0.025421539,-0.002024598
0.022456983,-0.004035599
0.017435748,-0.007414608
0.045824328,0.035121721
0.043945645,0.027972912
0.022875723,-0.003990652
0.046046326,0.033076449
0.01949109,-0.008669634
0.020431866,-0.007071804
0.046657377,0.033432561
0.015784014,0.01147557
0.046107989,0.031277452
0.046048671,0.032940499
0.021688157,-0.006777995
0.022856176,-0.001383972
0.046814669,0.034283971
0.020035796,-0.008178841
0.045852326,0.032907182
0.019122489,0.009127801
0.046552573,0.032912877
0.044435052,0.028206473
0.02067797,-0.00351702
0.047251805,0.033716179
0.018663834,-0.007155492
0.046547458,0.033210191
0.020519765,-0.007274687
0.046001442,0.029496921
0.020546377,-0.007025021
0.026665357,0.002142894
0.026198102,-0.001026361
0.047248435,0.034619694
0.017637173,-0.009298272
0.022328219,-0.003491786
0.046189996,0.032867309
0.044284058,0.028208581
0.019256159,-0.008390432
0.040665675,0.01899244
0.021070928,-0.005831485
0.023866815,-0.002561899
0.019482699,-0.006459947
0.019535182,-0.007264817
0.019885745,-0.008530641
0.023920165,-0.003252956
0.018813719,-0.009685066
0.017685424,-0.00867316
0.046498113,0.032115407
0.019111118,-0.009551903
0.020562028,-0.006504842
0.016627868,-0.006628334
0.022176347,-0.004500899
0.020421606,-0.007616858
0.045391654,0.032277882
0.021475104,-0.006245236
0.046800644,0.03469112
0.027103138,0.008512928
0.046276703,0.03445424
0.025387139,-0.001553555
0.029948687,0.00221189
0.04661569,0.033377727
0.045209399,0.033761469
0.022472306,-0.005651288
0.047388983,0.034898177
0.021875436,-0.005353538
0.047561692,0.034940412
0.04760419,0.03358714
0.048021913,0.035341766
0.019535822,-0.009002616
0.021933967,-0.00424017
0.046742988,0.035081178
0.019453695,-0.007311212
0.021198717,-0.006869426
0.023631839,-0.002611366
0.029205098,0.003307603
0.047975535,0.035085336
0.046566364,0.03466514
0.022791353,-0.004316935
0.020797067,-0.006933406
0.020466374,-0.007217272
0.044923807,0.033367536
0.022409997,-0.003761489
0.046748078,0.033378478
0.021664961,-0.005725813
0.046372367,0.030989996
0.022078651,-0.004955217
0.043184683,0.030946146
0.046183173,0.0327811
0.01915763,-0.009450121
0.046234486,0.032706321
0.019911315,-0.003279899
0.021446504,-0.006127123
0.023737798,-0.004070591
0.017086659,-0.008001983
0.030128384,0.00398301
0.045283449,0.028519241
0.047735897,0.035876846
0.023853218,-0.003716368
0.047436618,0.034898526
0.030385638,0.002949618
0.04761595,0.034520859
0.023195952,-0.003616173
0.047732247,0.034331023
0.025391889,-0.002292483
0.042962493,0.023263486
0.046553327,0.031813239
0.045457339,0.029130107
0.023275895,-0.003946797
0.023585345,0.002393743
0.014288177,0.011808221
0.019008292,-0.00718202
0.046848066,0.033761224
0.03041661,0.0067062
0.046184196,0.034523298
0.02467245,-0.00347008
0.03008123,0.002668638
0.022792351,-0.003564876
0.020808048,-0.006874642
0.017812215,-0.008659259
0.019364421,-0.009260827
0.047620742,0.035923704
0.023474104,-0.003003034
0.033170379,0.007968262
0.015820262,-0.008401044
0.019703393,-0.004886194
0.018540231,0.009328977
0.022815047,-0.003904221
0.032283213,0.010471345
0.045490356,0.032750083
0.046259983,0.033373494
0.023663432,-0.003623323
0.022360844,-0.005290131
0.047422862,0.035777446
0.047465589,0.034113307
0.023115413,-0.003523958
0.047326397,0.034933596
0.046131717,0.032817574
0.021260622,-0.006139207
0.020597674,-0.006038922
0.028001911,0.001163899
0.046760712,0.031937587
0.022105528,-0.004760248
0.019928372,-0.008253468
0.047112756,0.034577697
0.019084187,-0.007516148
0.045509678,0.028865935
0.035241103,0.017802494
0.044294154,0.026013709
0.044764824,0.032383849
0.023436976,-0.003541585
0.01622148,-0.008156861
0.046516646,0.032892189
0.046360507,0.031299745
0.022791356,-0.00410435
0.032058206,0.009100778
0.021329336,-0.005061159
0.035032463,0.017114451
0.046707621,0.034033022
0.046761925,0.032156565
0.032446169,0.009768285
0.022493144,-0.005199217
0.028869342,0.002755088
0.046135681,0.032795269
0.045158873,0.033255361
0.019024222,-0.009638749
0.044949517,0.028864071
0.031526745,0.007396598
0.022045325,-0.003880742
0.019995827,-0.006346407
0.019815863,-0.005369896
0.021593268,-0.004801292
0.047247117,0.032374636
0.020572665,-0.005197868
0.023837833,-0.003991858
0.044367125,0.026275948
0.017974447,-0.007216028
0.043494227,0.027053491
0.027435922,0.000429137
0.020454027,-0.006154048
0.045152407,0.033421589
0.022842354,-0.003334648
0.023012264,-0.00477126
0.046358975,0.034394713
0.03567521,0.014351704
0.04238813,0.022662224
0.024036062,-0.003681127
0.044756143,0.027628618
0.017313708,-0.009272562
0.046214356,0.031892204
0.02104416,-0.006838778
0.020710832,-0.006023257
0.046390227,0.030548915
0.045776398,0.032861646
0.019357165,-0.008491381
0.044477742,0.032292251
0.025217429,-0.001479116
0.046482346,0.031743949
0.017057244,0.00980783
0.021624779,-0.004912312
0.044418774,0.026582449
0.014202341,0.011158255
0.023203288,-0.003777623
0.045114618,0.028827404
0.019577795,-0.007129725
0.016989921,-0.00709778
0.031289228,0.00407347
0.019696209,0.005644707
0.046390743,0.031759208
0.021409215,-0.005333008
0.026532551,-0.000770747
0.045848447,0.031007393
0.027401583,0.001274087
0.028273995,0.000807638
0.025466939,-0.001572874
0.022215481,-0.004950897
0.022552812,-0.003784458
0.023057501,-0.003690967
0.018019019,0.007239632
0.045914784,0.033786601
0.046486283,0.033642511
0.012061304,0.013505722
0.020702748,-0.006868305
0.031049551,0.006732385
0.045687553,0.030983661
0.023135675,-0.003881882
0.020221158,-0.003483462
0.025230886,-0.001911682
0.045627411,0.028585989
