cell,time_hour,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
58,12,-0.24526137,-3.4507108,-0.31283084,0.36806482,-0.27247098,0.6550797,5.42115,-0.5047001,0.84184885,3.4132195,-0.0735645,-1.6570846,1.8495265,4.2939973,1.5488889,1.2215482,-2.5535965,4.141293,-0.08801889,-4.891982,0.3539928,-0.22427943,3.0595171,-6.8052526,-2.3787658,-2.16177,-1.4861835,-0.14175187,2.3081422,-4.053573,-2.0963356,-3.459368,3.3713012,-3.9193013,-2.5077255,-0.63290435,0.463398,1.9906421,1.7279657,2.4195075,-1.7450907,1.0045717,2.3611453,0.060076136,-3.874425,-1.6233572,-1.3726757,-2.634199,3.3830862,-0.67385465,-4.572792,4.058616,2.154773,2.3802297,6.572155,-3.6790993,-3.8269277,1.2544794,-1.3915168,-0.14451471,5.813164,4.630012,0.1892023,2.437662,-1.687223,2.100514,4.0821,-1.2114335,-0.5270512,-3.6562517,0.016830347,0.94953465,-2.0846364,7.411278,4.0512786,-3.2096968,8.196239,5.6257167,0.5899751,-3.919743,-6.582127,8.084264,-1.2814639,1.9987491,4.393606,-2.0605445,0.82564354,-1.1812452,5.3077245,-2.2591665,-3.9116178,-0.23809266,0.58808964,-0.9066069,10.263196,1.4928849,-2.8445027,-1.4212719,0.68317336,-2.431023,1.9750925,-1.7048714,-10.8554535,-0.32641354,-1.9309695,1.7310314,1.4008883,2.4757466,-3.2612998,4.6477876,-5.0775657,-6.8408937,-1.789354,-7.997577,-0.99638176,-8.063094,-1.1489861,7.9754467,-2.412435,2.3671443,-8.083503,0.11569168,-5.725501,-10.46671,3.1976912,1.0972191,-1.3762475,-1.6451379,-11.041662,-9.263623,3.1852589,-1.5125971,-1.4868227,2.0709305,5.6227207,-2.2896495,-3.5650394,-0.35961065,2.400643,-7.4548407,-1.3637029,-8.989157,-13.247109,-4.2854495,2.6843958,-7.619,2.140094,3.6106157,8.040194,0.19331981,0.5983383,8.5001745,5.9747653,2.0892467,0.91485,0.6764441,6.3786855,-0.016768161,10.323647,-1.2481532,6.5479183,-1.6232666,-11.12922,3.0274246,-3.9224288,5.901477,5.558756,-8.912374,7.7764673,1.1343427,-4.6548157,-7.098249,8.926417,2.1342938,-6.644871,-1.8743812,3.5258832,3.9032078,-7.280742,2.4148428,-0.406059,3.7346094,1.3642808,2.754844,2.5255797,5.2226777,3.7201324,1.8353751,-2.8496628,1.9775721,-6.280968,-4.913858,-4.067944,10.9016905,3.211298,-1.2899306,7.174384,0.9443088,3.6708686,1.0041883
59,12,13.710085,1.1868443,4.0480103,0.069231495,-2.481614,-1.1118265,9.343396,2.65739,-4.8244433,-0.19936654,-4.611902,4.207965,1.6420788,1.895799,-4.4544554,0.96708584,-2.3738666,-3.9872108,1.9839303,0.00907934,7.19472,-1.0381119,-1.4700365,-5.00221,4.2609415,0.13575062,1.2294044,3.3964372,-3.6120915,1.8194917,1.5568627,-0.17495592,-3.6163654,-2.3114579,0.06287177,1.7352719,2.5896585,-1.8397633,1.2813205,0.57451844,-1.3333874,2.8099093,4.9042354,8.027115,-3.9711297,1.9235585,1.7518492,-1.8057624,3.296891,2.4778714,-1.3703381,-1.7171019,0.71753246,-4.685051,2.6784797,-2.8211656,-0.9959905,-2.7051065,-9.651327,-5.0951934,5.7303085,-3.0869012,-2.7649565,-1.1637166,-0.5526326,-3.461139,2.8042006,2.8380678,-7.274086,-3.0842617,-11.163891,8.567447,2.421616,-0.038048312,-3.2130642,-9.68698,7.3646975,2.144908,-9.338378,-13.6570215,11.197061,-8.457553,7.0935864,-1.5234277,-10.567302,-12.226317,-12.315325,5.054609,-6.3466015,1.395874,5.959282,6.8825765,-2.5465405,0.725084,1.322594,4.199561,4.6917224,-3.557443,0.7379824,-6.7030163,-2.1460812,6.745799,2.0794647,5.8021708,-3.0124452,5.4814787,-5.7470903,1.4694612,16.69497,6.068121,-7.268998,-2.1418126,-0.50353634,11.788039,2.7982621,-4.6942763,-4.522625,9.494287,2.0056455,-0.18831243,-1.0721344,-2.0023313,7.705484,-2.1683896,7.9359236,-8.196876,-5.5398655,3.8907351,-9.15531,-0.37675658,-3.0689294,-9.154137,5.5040264,-3.5800395,-0.89727914,-2.8606253,-3.4668908,6.613515,-6.435413,-7.7673025,3.3724136,-1.0289453,0.81373465,-6.239316,1.1914988,-3.9662845,1.8170222,-3.566903,-2.3753445,-5.6392784,1.763392,-7.805349,2.9299555,6.297326,5.087956,-1.2573414,-3.7465398,1.7940367,2.3291843,-3.641822,4.856036,-0.45150656,3.3460972,1.3092874,-5.275133,-2.4311244,-4.9558783,1.2639674,-1.6631304,-5.80845,5.102602,2.4866354,0.16640607,2.3251245,-1.2168547,-3.1099014,-4.941201,-3.2083926,-1.935195,-4.4071817,-4.3217287,-1.5761875,2.3969188,4.586687,5.005492,1.6845887,2.8519995,1.9509143,1.8034247,0.93963194,0.55303633,3.2106047,2.022356,-0.48858052,-4.659522,0.20066021,-0.26600397,2.2435954,1.0620371,-1.4339486
60,12,5.3353806,0.5863713,1.0716927,-2.679736,-3.2910104,-2.6642172,4.3937097,3.8357184,-5.8571186,2.217653,-1.9972343,6.082911,-2.7724516,3.3693407,-2.5197113,-4.858131,-3.0062506,2.4941876,-3.0284364,-5.6976132,4.371827,1.7121396,-1.5308487,-4.0933566,1.5358909,-0.76024514,-3.2680395,-1.131557,0.004639132,3.479948,-4.0602083,0.23859777,-2.5808861,3.7384841,2.9400425,1.963488,2.9212525,1.6073854,0.25977588,6.6271744,-2.8149383,3.8603477,3.8578355,8.537517,3.1241543,-0.51840615,2.416243,4.9407344,2.930716,-4.8055205,2.691421,4.059368,-3.2629611,4.614039,-7.8568616,0.30667886,2.8948946,5.74413,-0.86579216,-1.2796642,-11.70945,2.468921,-0.94182605,0.5145362,1.4513793,3.030751,-2.3455684,5.634644,7.5163307,4.301543,-5.3066845,3.2404923,-4.306613,-1.6643791,-4.617999,-3.6428719,-2.5166156,0.9017477,2.7826433,2.894952,7.5359497,-2.805943,-2.0274906,-6.2473884,-2.2615743,-8.356575,5.7836037,11.435506,2.3960009,2.2798917,8.708357,-3.5182292,-2.795457,10.830089,8.963257,-0.7873961,-2.1697624,-3.0211246,2.843241,8.488133,-6.8571377,-4.2811885,-7.405344,5.500557,1.1444114,-0.7422803,2.571088,-10.4878025,-1.4191415,6.226688,-2.714819,2.0290627,1.5791644,-9.459366,-8.7762375,-0.63575554,4.658957,-5.636999,-12.871042,-7.5890236,-1.8721036,5.98409,4.9258227,-0.41844746,12.536305,10.52869,3.6945214,-3.244615,-0.98795676,8.27884,-3.885963,-4.0066795,2.0189745,-10.197935,-3.0575328,-0.7226106,5.3194084,0.36419067,-2.4240727,-3.6031387,-3.1068628,2.3138723,3.2823842,10.127367,-0.7737091,4.6382017,-5.983526,0.6148076,-4.9136605,-0.24328715,7.198779,-0.07108696,9.151319,5.8365135,4.8047075,-6.8790693,3.7702177,0.59457785,8.490367,6.2288003,-3.1879473,0.6973255,0.30747446,1.4528518,1.8791462,2.010583,4.2460666,1.0717778,0.5088406,4.6529064,-2.3494968,1.1231798,-0.9200177,-3.666169,1.3226471,-3.1224673,5.006633,2.8514223,-4.556384,1.616646,-6.740805,-1.0283165,-4.4989777,2.473117,3.5516598,2.9969263,-0.3076021,2.2068412,1.0724509,1.1968887,-1.8736265,-4.2325253,0.29713923,-0.99025494,3.5546463,-1.2069551,-6.736886,-2.5062609,-4.4638853,5.791951
61,12,-1.1366824,-1.6318581,-1.871482,-2.6211817,-1.2672675,-4.8933554,4.6202383,0.7720132,-0.42639074,-0.63212204,-0.60663545,1.2885013,-1.1205193,1.7518898,0.5476728,-2.9246027,0.4156473,0.88910526,-1.414567,-2.533029,-1.5560969,0.71978927,-0.98557884,0.6415892,0.4543681,-1.3287997,-0.7696168,-1.1339552,1.4347287,-0.20911989,-1.0046991,-1.3128827,1.1489056,0.77457505,-1.9914787,0.80895734,-0.18118712,-0.5347601,-0.23036568,0.57261264,-0.7406976,0.34857595,1.5293792,-0.62108123,-0.25268954,-0.61315566,0.5510212,0.6154426,1.9612269,-0.41490528,-1.4954692,-1.2632469,-0.6525613,0.26228645,-0.69054663,-0.32649118,-1.4016426,-0.69212437,0.24950574,1.2194034,-0.33189714,-1.2814041,2.1447287,3.3021176,-0.17130832,1.1387911,-0.701006,0.35078245,1.9032868,-2.166179,-0.6743084,0.9138767,1.78683,1.2085385,-0.5250458,2.0367203,1.0848501,0.6909601,-2.1983812,0.5573176,-1.1009656,0.020923816,-0.49527824,0.21666998,1.0437344,-2.908027,-0.08210941,-0.7909582,-0.29574105,-1.8967503,-2.0983214,-1.1775477,-0.47896072,1.9709189,0.98380524,-1.3657625,3.7425337,-1.2138584,0.056116614,-0.5519205,-1.6247118,-1.4179438,-1.4394952,1.5620092,0.95262605,-0.48794273,3.4613361,1.0087361,-0.08816551,0.5841909,1.1131598,2.420905,-0.012595428,0.5442376,-0.060307905,-0.86840683,1.3938001,2.3042643,-1.4221485,-4.816822,-1.0692723,-1.828809,1.5495687,-1.2715327,-0.56529367,0.7189301,2.775993,1.5783812,-0.19866076,0.908486,-0.086993665,3.011478,-0.6179652,-1.806273,1.2486048,1.1366278,-0.53932816,0.7704284,0.12718019,-0.9111759,-0.75637233,1.3635794,0.1742919,0.63528466,0.42219925,-1.735414,-0.64140445,2.1517818,-0.7820559,2.2860482,-0.9733069,2.1395319,3.5055745,-4.1497664,-2.7892277,-2.9915898,2.471485,-0.63641274,0.915805,-1.3459336,-0.803432,-2.683622,0.29611653,1.8613852,-0.27076286,1.3844271,-3.3832657,2.0349452,-1.2563685,1.9214305,-1.5068326,0.9757388,2.2702873,2.6029189,-0.3738368,0.89405996,-1.4955115,0.62427205,-0.1273164,-2.661075,3.2788568,0.24933489,-0.9823633,1.2089677,-1.3409905,1.9713478,-0.6123238,-1.2924155,-1.3650911,1.5202297,-0.92296016,-0.081142604,-0.525876,-0.6822842,-5.514929,-0.5539939,1.7051631,-0.38447595,-0.84960043,-4.109639
62,12,-2.6269841,0.08451816,-0.47155145,-0.29600528,-1.2387229,-2.438214,4.728662,-0.5642892,1.5501244,1.6481726,-1.6832075,0.8833662,1.1316018,3.2181818,-0.26867297,0.94737065,-2.5349693,1.8569671,0.7130562,-2.7252424,0.65318775,3.0799453,-1.6050286,-1.5106754,-1.9730018,-2.0606422,0.9512944,0.17218594,0.33240125,-1.4648073,-0.74796265,-1.2149945,0.9172457,0.43044534,1.8640808,1.5622612,1.2926247,1.2203419,2.2907386,-0.004244214,0.34891647,-1.780771,0.5906799,1.3821416,-0.343754,-1.51026,-2.063893,-0.84174085,-0.10666915,0.54769146,-0.5716673,0.8207684,-0.069230914,-1.6903675,-0.5948622,0.26820123,-1.9422249,0.81557554,-2.8541934,0.7195077,1.5323727,0.66898257,-2.8225532,0.35585088,-1.3367621,2.2243738,2.2827966,-1.1674151,-0.31236425,1.7886,0.36251354,2.3920057,0.5916784,-2.110191,-1.5245332,1.2637378,1.4047496,0.8488731,0.04053414,-1.4373465,0.007662672,-0.6629511,2.250452,1.4106538,-0.58415854,-1.1382897,0.2816861,-4.5888453,1.0963265,-2.8512495,-0.9809616,0.10097056,-1.5647427,-0.025008466,3.1242998,-0.008664106,2.9622798,0.35290402,-0.07063978,-0.6149177,-1.1354086,0.08362228,-1.3081789,0.75238454,0.51273054,-2.000025,2.282307,-1.9575241,-0.35248828,2.4735472,0.47082654,0.30984762,2.8033752,-0.42740718,-1.2014518,-1.8915519,-7.68309,1.5492162,0.23874404,1.1752771,1.6065445,-0.52223086,-0.49122837,1.8759564,-1.286634,0.34135202,-0.121022716,-2.1414201,-0.98190206,0.2605064,-4.7226195,5.5925374,0.894392,3.3636384,3.1073484,0.12714171,-1.5024694,-0.5190516,0.18811646,5.103488,-0.22410002,-4.3195047,-2.6772795,2.9517365,1.4565021,4.2156086,1.6960927,-4.006576,-5.663396,-1.2926695,-1.3775328,1.1125997,-1.2656425,-2.4718857,1.9715658,1.8984929,2.1734617,-1.8352903,-2.976109,2.536894,-0.5347966,-4.0334105,2.0181093,-0.85840774,-0.28164023,0.16045482,-0.89330196,-0.79182065,-0.8632091,0.73794985,2.14513,-2.6712482,-0.31856555,-1.1555059,-2.5501,-0.122769706,1.5506412,-0.19359337,4.1734548,2.464268,-4.1202507,2.0550864,-0.10762294,1.466973,-6.5102396,3.02174,-2.409381,-4.663468,1.9951687,3.29145,-0.344554,-0.42917594,0.5513853,3.5529041,0.7944889,-0.01276665,8.64528,-0.95183516,1.6905544,-1.3664001
63,12,-3.6793902,2.2580025,-0.45065206,-1.4139278,-0.51053065,-2.8029552,3.5254004,2.838121,-0.6111902,0.9672627,-0.65172315,-0.6162303,0.25399423,2.0440695,2.006729,-1.4802749,2.476325,3.2369645,-1.7316334,-4.7399387,-2.8226414,-1.0094012,2.0504549,-3.683164,-0.81084555,-0.25033048,-0.42587128,2.76153,-0.83378005,0.3305851,0.5251616,-1.8910142,4.5164704,-3.2008731,-2.0297394,0.8026901,1.0408654,2.8259633,-2.0803444,-1.0582846,-5.23218,-0.30427113,-2.5055978,-0.551262,8.129747,2.9969723,0.97928685,-5.5228267,-1.7072848,-1.4982065,3.8631055,-6.7093296,5.6699243,0.8340577,-2.7906003,0.90551615,0.31773373,-4.602393,-0.04745496,-3.0270317,10.113653,-0.2595642,-0.55228627,2.2799582,5.1362863,-2.939079,4.246959,-0.35306218,-1.1868181,-3.3557997,0.40715113,-3.976836,-1.9764802,3.4588625,-3.3998432,-2.9269135,-6.229587,-3.1770408,7.1938047,-9.040755,4.3765225,2.2288492,-0.21986613,3.5913336,3.3722801,1.618026,3.3388593,1.0301973,0.35493034,0.042142987,-6.1585145,-0.19824143,3.4839602,6.3769846,-2.143453,-3.4906945,5.46352,-7.659424,-9.427493,7.801157,-1.0956899,-0.47946775,-1.8303292,0.49792576,3.2537067,-10.657718,-9.891455,-2.7031717,-10.568981,-2.2029502,-2.210723,2.2934535,3.9858925,-3.697038,4.7280164,3.261492,1.2841723,12.197033,3.6560285,-3.7064648,3.0242074,2.623001,3.6999617,-2.302003,1.5024695,-1.4528463,9.6354685,1.3447891,4.938611,-1.4599247,-6.622165,-2.8579297,-0.58793294,-9.993551,-12.1095085,-0.9979859,3.6167035,5.9749503,-0.5517084,6.05957,-3.222443,-5.379013,-1.9020092,-5.986359,10.014457,-2.579336,-4.5846667,-3.8962784,-6.1051397,5.1584187,-0.41924238,3.9822278,6.942167,1.2926277,0.06599754,3.3317976,-1.3153726,-9.9631195,-1.8275357,2.141114,-0.065655194,0.8034777,0.79136676,-4.86789,1.215453,-4.836671,1.4398187,6.646276,1.0892391,-10.730367,-4.83362,-1.1819478,-2.8778389,-3.0319808,-6.617308,-2.4432528,-3.9256458,-3.5179958,-7.1828866,-1.5246148,11.552823,-4.4701657,-0.9089111,5.6436067,-1.8486776,5.57018,-4.068353,-5.1896763,-1.8906158,-0.4958313,-0.7877443,0.6535459,-0.46982014,1.3055693,1.7457229,-3.3204665,3.5645409,-2.7501483,0.7094714,-2.0210161
64,12,2.2334068,-8.991251,-2.0795407,1.1553872,-2.2102766,2.9524262,1.9927329,-3.9169188,3.8757048,1.6577452,-5.024094,2.8595414,-0.2337305,4.390478,6.9468827,-2.9504967,0.83560073,-3.5936036,-2.3983028,1.4561661,-14.256016,3.8615062,-14.060393,-9.184148,3.9008822,-6.112973,-5.0033054,-6.4926505,-3.9633222,2.5664592,-8.450653,3.1003108,-3.050127,-3.7343004,10.4269495,-7.05105,-7.877168,-11.344071,2.4783888,-8.514281,-1.1301022,-2.8037074,-7.030343,10.522285,-11.650247,-8.401568,2.1675262,7.870635,3.8606195,-8.255275,5.696682,-5.05574,4.282561,0.04057131,11.301765,1.135215,-19.008076,-5.8974257,-13.689769,-10.545257,-1.822579,8.83998,22.253946,3.5743725,-7.6912894,-1.6233294,9.600709,9.625307,4.0816827,-2.3971088,-6.2643933,4.0589647,-0.1023963,-3.5568757,5.09715,0.19242197,0.5506567,-8.149413,19.70448,2.8290029,2.1740308,11.071958,-4.546348,-3.9233277,-6.392101,-2.340201,-3.0929263,-3.851162,1.6211684,8.266959,-4.403239,-8.390211,5.5536637,-2.207766,-4.5651736,2.9157522,-6.2827077,-3.5258627,1.4525644,-2.4972103,-1.506591,-8.272321,-6.490988,-1.424879,2.4086926,-3.4724567,0.11934876,-0.17875783,3.6232617,2.8875523,0.83383566,-9.597156,-1.8011287,4.5631547,0.6072327,4.135997,1.0646378,-0.9518023,-1.3665156,-1.1419334,2.539775,-1.7532756,-2.733827,-5.1602764,-0.49413607,-2.4501736,-3.6580963,-1.8309687,3.06512,4.157962,1.9246458,3.2704985,-0.5393573,1.8902713,-3.92836,0.58948135,-1.3400964,0.9135935,-0.35395932,2.4059167,-2.6185517,1.2729187,-5.7617693,1.4451201,-2.1997242,2.098284,2.2598894,-1.3401142,0.62905335,-0.97604054,-0.37007588,-0.009093201,-0.19854468,3.1070876,3.6454885,-1.3112555,-0.4683917,-1.0672234,-3.6137033,-1.3844688,0.16062966,0.41723755,3.9911802,-1.8529521,-1.999002,1.2047156,0.069974035,2.3609128,-3.7394848,-0.6519511,2.8538263,-2.7405589,-2.2269957,-5.4333124,1.1197804,-0.44645485,-0.54602003,1.436033,4.673417,0.29023442,1.0471987,-0.68989724,2.4294453,-0.61514556,0.71205735,-1.199312,-6.3201904,0.9955508,-1.4310397,2.5965683,0.63326395,-1.5041603,1.8311818,2.9995482,-0.8885137,0.97799367,-1.8086054,0.43304643,-1.7369561,-1.4016953
65,12,3.0400417,-13.33523,-2.6345446,1.9791962,1.8508912,4.9725037,2.2879303,-3.5301867,4.3554482,-0.454607,1.1999147,-2.0891325,1.0759016,4.362575,2.8990412,-6.2393646,0.74449354,-2.1014276,-0.23115218,3.576756,0.9365266,-0.17056823,-0.4486498,-0.20498328,-0.78572756,-0.7489167,-3.911894,-6.9235563,-2.8195908,-2.5510256,-0.11240022,-0.71796227,-2.5807168,4.3804755,-2.625695,9.768983,-5.002932,0.9822303,1.012965,2.7854633,-6.319614,-3.2094483,-2.4341161,6.8087325,-1.4738758,4.5988717,-2.2279105,-3.6872523,0.3040155,1.2610631,-1.542859,-1.7778056,-6.772668,2.2359123,-3.1484964,0.072157174,-7.3694,-3.4142451,-0.8583368,1.1765729,4.4350038,2.351774,-0.15673354,3.5276327,2.8113937,8.701676,-1.648143,-2.8601522,5.451398,0.3716312,-1.8620683,-0.14685382,-3.844093,5.421159,-1.513289,-3.409463,0.21221367,-3.316937,-0.45798212,-6.9054365,4.2384257,-6.2773705,0.7051836,1.3907751,1.0484273,3.8704793,3.8072,10.814649,5.16299,-1.2009301,3.8568408,3.0995977,8.059336,-11.057418,-0.69573754,3.8765895,5.2125635,-3.706135,0.5370758,0.805258,-2.3698964,-5.6552343,0.5849759,-7.3016667,7.9501586,-5.3997345,-1.6273249,-6.7432327,-5.766175,0.49991322,-5.209091,2.0125132,15.030627,0.49972412,-4.533902,-2.822093,-10.978053,-4.871713,2.5033076,1.0115896,1.7464677,-3.4845424,8.123489,1.3811098,-4.259449,14.505903,-4.964312,2.8341608,11.285524,2.551474,7.534222,0.6076113,0.5000342,-0.24884449,-3.3768766,-1.746322,5.0909805,9.648439,9.910143,-4.0245714,-1.3733029,-5.903323,-10.25998,1.5342463,-3.296076,-0.707265,-1.7143551,5.527144,10.761316,-0.5695831,-2.0623891,-6.7538977,-10.937275,-2.9412823,1.2343067,-1.4557415,-0.11372975,1.2434036,0.82127637,-0.073378496,5.906594,-1.5586898,0.35199535,-1.6798459,0.7725402,-6.2509565,-5.7334843,0.908705,6.137203,-0.20285419,5.871638,12.770088,0.106729865,-2.6379535,-2.8348157,-3.02973,-1.6485822,-6.606478,-2.118582,4.4852476,-3.8060641,4.2257175,1.5386128,-0.3469451,6.103575,3.1126347,3.491285,-0.6487296,0.05850384,-0.010856801,-2.0880604,-4.0345025,0.33951607,0.89902055,-0.47100803,4.477044,-2.0301082,1.0435894,-1.8403753,-2.0347612
66,12,-1.1644831,-5.8875837,-2.241458,0.6026062,3.9932806,2.9103155,-3.718028,-2.1873324,6.8956823,6.56271,-1.0476118,-5.0437737,5.53879,-2.381117,1.7353262,5.5309415,-5.8727736,0.35329527,-1.9147642,0.8232158,2.157532,-1.411552,1.3313129,-6.087576,3.0429566,-0.008783777,-4.365354,9.845132,-2.823451,-0.65620756,-8.540892,-5.0582814,5.8499365,-5.2225227,-7.8584614,5.3139024,-0.7938517,7.1603723,-3.5448835,-2.8515801,-3.4365022,2.7936609,-4.7977123,-0.41728535,5.002104,-9.648853,-10.739395,-0.5084005,-0.1652126,-5.9916253,1.6565531,7.174549,5.602811,3.6489832,4.348563,5.462964,-7.5167637,1.4456737,10.852232,-1.3998992,-3.2389407,4.1983585,-2.059758,8.349704,-0.34204352,0.74866617,-13.214337,-0.34540305,1.4866011,9.528513,-2.2384481,1.1976768,7.5452485,3.0548751,10.089026,3.8189511,4.2567444,1.9596978,6.0555615,-11.766511,-3.2523198,-1.8262758,-9.247391,3.5046754,-6.992994,-5.4456344,-11.414331,-1.8546395,-6.2453814,-15.030532,-0.4226483,0.14790857,-2.9375412,-3.9795291,-10.24679,8.670696,-8.823387,-10.432499,-14.528297,4.4085937,-4.123982,0.2650274,2.1900344,-8.9364605,-6.865763,5.63138,1.1595023,4.2165895,5.734841,-1.6284462,-4.230734,5.6663895,1.6615158,-4.444309,-2.281924,-1.0065522,5.328974,4.5057874,-1.5114434,4.1861286,8.560256,-0.73749506,-2.9399195,8.097371,-5.2812867,4.3872185,-1.8742418,9.907717,-2.3898683,3.9430697,4.9972043,-3.8549554,-0.7331136,-0.9254751,1.4230707,5.21716,8.150785,-2.738425,-2.284115,4.9685445,-6.243029,1.039983,1.1673733,5.719907,4.7298527,-4.271729,-1.909307,-0.85760456,0.01387482,-9.387649,5.5935106,0.68443567,5.8901873,-0.4373495,-3.4590967,-0.22707883,2.4223402,1.5142354,5.79165,-1.1978164,-2.0894256,5.8414693,1.9239417,6.9280224,2.30175,-0.19528879,-4.8603086,-1.9237517,3.1245782,0.79066986,-2.8727922,-0.62961733,-1.1234335,-2.274571,-2.4204385,0.18171886,-2.8637242,0.7185839,1.9269761,-0.8158848,-0.37139162,-2.0322876,-1.3998919,1.5648359,-1.1391656,0.91694134,-2.6558106,-3.0507429,1.9755688,-2.0356052,1.9513538,0.79027593,1.7689705,-0.7195836,1.7481382,1.3097845,-2.2466474,-0.60157996,1.0926689,-1.7496862
67,12,0.5519351,-9.908495,-2.2088547,2.831806,1.460901,-0.40487388,7.7898703,-0.46450996,1.638068,-1.6326301,-1.8122098,-1.2960254,-0.9322985,1.7725986,1.1900047,-1.8833278,-1.4717088,-5.936228,1.0828388,-0.15032917,-4.021152,-1.4875578,-3.3449907,5.023515,-3.6679318,0.05610369,-1.7109839,-3.3455758,4.903486,-3.6371455,-0.9798054,3.5084715,-6.096261,2.6105876,2.951118,-0.5138935,-3.4946609,1.2186012,5.367988,1.2628918,1.2447829,-0.5392196,3.558597,4.381547,-4.233536,-4.2597938,-6.5222254,-3.6341646,0.67049265,0.6644251,-0.14903794,-0.85811085,2.4514759,0.62748873,6.8430967,10.570518,-2.9741898,-5.5191755,1.5929282,-0.12597977,5.105783,2.848066,3.895564,2.017747,-0.579841,0.066675186,2.7829077,-2.9946287,-3.0458682,-3.0212438,1.4225982,-0.36075887,0.005143342,-1.724891,-4.389963,-10.630084,-1.5461787,2.7247126,-3.0170155,-0.7428496,0.6583805,-0.74844337,7.3170905,12.271361,-1.3042305,5.9306793,-0.83212185,0.511228,-0.64674777,11.267136,11.114285,0.9547495,-6.4327745,-4.046865,2.3300393,-0.31780463,6.8599644,-0.94390464,-7.15562,2.0385513,3.529307,13.145643,2.27132,-1.466902,11.392995,-4.0680156,0.1343422,-8.064335,-7.1397967,1.6682541,-7.5872765,6.160321,9.402542,5.534908,-3.0183463,-7.5466876,9.81501,3.789845,2.4805522,5.4009447,5.035141,-0.32670507,-2.5093715,7.7040906,-0.3773211,-1.1482713,-3.4400327,-1.0579667,0.37393835,-8.116974,-6.961464,1.8952308,3.0581439,6.4912567,13.514923,5.30805,-1.2524878,-3.9631438,-1.258089,7.9182234,-0.17924039,3.1264038,-3.1577947,15.086646,5.5952644,-2.417466,-1.2654557,4.4489985,2.6473098,-3.95477,-1.2782447,-3.6161575,3.0927448,1.3656088,-2.5831318,-0.21405818,4.414279,-6.7798343,3.344695,-0.34107322,1.887673,-2.717496,3.1811485,-0.52852255,2.4431975,8.72287,2.268115,4.268716,-0.66667056,-4.819825,-0.41463163,-5.1211953,-0.081868656,-9.204822,0.2788428,-0.3115107,2.2534063,4.859977,-1.0445154,6.801,1.257776,-0.27642718,-5.1824417,6.3157015,-1.9120296,-1.6908126,4.067576,5.2298656,-0.21428415,-2.4173086,1.4641951,-1.1340835,-0.19721508,-6.4331117,-1.7373735,-6.0025873,0.7855223,1.4299527,-5.1817136,1.9785264
