,Area,Volume,Circularity,Eccentricity,AspectRatio,Orientation,Dry Mass,Dry Mass Density,Dry Mass var,Dry Mass Skewness,Peak Phase,Phase Var,Phase Skewness,Phase Kurtosis,Phase Range,Phase Min,Phase Centroid Displacement,Phase STD Mean,Phase STD Variance,Phase STD Skewness,Phase STD Kurtosis,Phase STD Centroid Displacement,Phase STD Radial Distribution,Phase Entropy Mean,Phase Entropy Var,Phase Entropy Skewness,Phase Entropy Kurtosis,Phase Entropy Centroid Displacement,Phase Entropy Radial Distribution,Phase Fiber Centroid Displacement,Phase Fiber Radial Distribution,Phase Fiber Pixel >Upper Percentile,Phase Fiber Pixel >Median,Mean Phase Arrangement,Phase Arrangement Var,Phase Arrangement Skewness,Phase Orientation Var,Phase Orientation Kurtosis
11,-3.3508406,-23.425446,0.24486247,-2.3556752,-1.4764647,0.53485405,-3.5878725,-0.07799811,-0.16282041,-0.5558425,-0.9257049,-0.7527851,2.721634,-0.42542845,-0.9294582,2.3408515,-0.5811485,-0.5463732,-0.56595916,-0.90865254,-1.0878636,-0.49828267,-0.56525886,1.2138754,0.792717,0.041848447,-0.5192903,0.41842842,1.1289202,0.49112973,0.5683371,0.7296604,0.87848836,-0.7285433,-0.73728234,-0.67067623,0.24732329,-0.053710673
12,0.9651433,4.319908,0.36182198,0.12329532,-0.09978166,-0.50415665,1.2500762,0.24207917,-0.15703788,-0.5131619,0.41045976,0.21940543,0.71971154,0.13685003,0.41047645,0.005105325,0.78698045,0.39011344,0.72668177,1.6452157,1.4334604,1.3287746,0.39454988,-0.5506352,-0.45551822,0.4428488,0.99597716,-0.29448783,-0.46259034,-0.54048455,-0.009734819,0.086475834,-0.1001029,0.5626595,0.5006227,0.14475085,-1.2661176,-0.76249665
13,-3.1746125,-22.618292,0.98628914,-1.8365268,-1.2972544,-0.24036905,-2.8708348,0.5274222,-0.20547448,-0.42010418,-0.95413417,-0.94981605,-5.873642,0.677562,-0.95266867,-0.9644751,-0.36086914,-0.4582192,0.20238289,0.34487018,-0.294345,-0.68894506,-0.22500098,0.01758693,0.44315052,0.83602387,-0.0017183634,0.62178296,-0.10772179,0.10082689,-0.33689174,-1.2597187,-1.1092211,1.0789115,0.9398569,0.25990537,0.9144611,1.3953942
14,-2.0050993,-12.166529,-0.055282943,0.80430806,0.6287479,-0.5343375,-1.5881312,0.12503718,0.065429434,0.42401075,-0.28345177,-0.05271183,4.8351684,-0.73523545,-0.28221062,-0.7969716,0.4019926,-0.123442225,-0.4001122,0.60540944,0.1816618,-0.2713219,-0.26692462,1.8882953,0.7272687,-1.3997033,-1.7093769,-1.5052215,2.3630774,0.31663662,-0.32893836,0.94619614,0.6212559,0.015915116,0.016125642,0.050599735,-0.2792017,1.0368718
15,-2.2101648,-14.676832,-1.162352,-0.056338973,-0.25652364,-0.16545522,-2.7167163,-0.49068102,-0.114801526,-0.1625803,-0.23044547,-0.7792871,1.4812975,0.3413104,-0.23157273,0.7049131,0.54017097,-0.3369264,-0.5893628,0.04998654,-0.22682187,0.24765538,-0.5636748,0.83401567,0.28486726,0.17856991,-0.7339761,0.10570678,0.7272324,-0.12638892,1.1481683,1.5453805,1.4203094,-0.20978393,-0.574961,-1.2809912,0.37248924,-0.3583697
16,-0.7875242,18.445065,-6.2097144,1.7647437,2.214109,2.4402347,-2.4573135,-2.7346141,-0.23260579,-0.42464706,-1.0695568,-0.8723714,8.159314,-1.3085829,-1.0704798,0.5431339,3.8297555,-1.2890115,-1.442966,0.08036614,-0.088003345,1.6934929,-1.9297346,1.5567684,1.6727096,-0.6223247,-1.6689879,1.9491605,1.17272,-0.041983005,0.040503003,-0.16268368,0.4623252,-5.8661585,-5.1517158,-1.0740758,-0.5077347,-0.4950667
17,1.7053009,9.646043,0.7233044,0.4096507,0.17817599,-0.4471105,0.9397218,-0.4147192,-0.26333863,-0.41731927,-0.30385324,-0.5362714,-3.1826453,0.7207402,-0.30398503,0.071860336,-0.3670385,-0.7990329,-0.79483104,-0.5093835,-0.7799661,-0.5434549,-0.6786531,-0.47707024,0.49554396,0.63406026,0.25845045,1.0037786,-0.34681907,0.038658798,0.7880537,0.41666022,0.3873867,0.71273434,0.8127804,0.79152834,-0.2028041,0.22923526
18,-4.7638683,-30.810745,0.91084796,-2.386115,-1.4856616,0.4195286,-4.2806177,0.51139647,-0.16358551,-0.22377853,-1.1989695,-0.9736368,-1.7913835,-0.2923478,-1.2014413,1.5189259,-1.1942694,-0.47005925,-0.63698506,-1.3237493,-1.0536634,-0.1843683,-0.36152214,0.95665324,1.3257885,0.19041488,-0.73685735,0.5460486,0.7257501,0.37540558,0.1697276,-0.56863415,0.6095458,-0.14612758,-0.22105376,-0.46344617,-0.61527175,-0.943412
19,-2.6042745,-18.634127,0.90913016,-0.77548635,-0.77379155,-0.11083317,-3.5073237,-0.69271016,-0.25161475,-0.32570243,-1.6790873,-1.4204012,-8.357354,0.031917322,-1.6807412,0.9824807,-1.091509,-1.4485625,-1.1337322,-0.9130894,-0.7612345,-0.31021413,-1.2663237,0.310481,0.52530617,1.0649353,0.4673133,0.5714642,0.13392906,0.5186397,0.5955502,-0.5985466,0.008841707,0.79229176,0.68717915,0.19164431,0.3508283,0.48434094
20,4.4736824,30.790804,0.6478154,0.85860723,0.6979043,-0.5136666,2.4909058,-1.0786216,-0.2959415,-0.551475,-0.37235126,-0.42734817,1.8975735,0.01982108,-0.3710105,-0.8633708,0.8189383,-0.85034907,-1.1749505,-0.044085655,0.06749909,1.0637751,-0.7859592,-1.0370533,-0.41262043,0.5805132,1.5312668,0.42632508,-1.0090941,0.88429695,-0.5946862,-1.6500578,-1.0019151,1.0462763,1.3329785,1.6457622,0.14558202,0.45983216
21,-1.7872174,-11.810022,0.5093665,0.42904314,0.19837269,-0.56451946,-2.1217165,-0.34681216,-0.13935386,-0.22248478,-0.4499155,-0.61934346,17.277805,0.48938772,-0.44853467,-0.89176846,1.8223076,-0.60803443,-0.8817963,-0.098747514,0.0770594,-0.56749773,-0.7957662,0.65266246,-0.06576863,-0.31597754,-0.72887385,-1.2622972,0.91925967,-0.58821225,0.14625214,1.0260775,0.5496341,0.966815,0.9922419,0.74385697,-0.11749289,-0.79778045
22,-3.0015886,-19.521664,0.7767252,0.0034974979,-0.20570742,2.9421623,-3.9655232,-1.0092621,-0.080471046,0.9453768,-1.4390166,-1.1691227,4.9186563,-0.7123059,-1.4381258,-0.6193364,-0.24756403,-1.3018289,-1.9581449,-1.5980911,-0.68974805,-0.53945774,-1.4589123,2.302062,0.4336671,-0.25577775,-1.0715696,-0.9061228,2.3797286,1.6724771,-0.2529411,0.44523907,0.7106749,-0.4873717,-0.5231524,-0.5058667,-1.1190706,-0.5452841
23,0.6222998,3.233701,0.34338433,0.4820945,0.25457835,-0.48722637,-1.5476167,-1.3613975,0.054916967,3.1786582,-1.2334937,-1.0554409,-2.091604,-0.11966024,-1.2330976,-0.2983531,0.44710815,-1.7745594,-1.6128234,-0.54330015,-0.30733836,-0.29066405,-1.7425511,0.15018578,-0.24650101,0.85266006,0.59429455,-0.30506825,0.18070823,0.75027776,0.4900904,0.2713913,0.71312934,0.053144448,0.028184451,-0.04816576,0.96465683,0.34650233
24,1.551502,10.678843,0.61606336,0.91779566,0.77550143,-0.5783714,-0.2263746,-1.1373622,-0.29537567,-0.5940212,-0.5102545,-0.70376354,-4.787498,-0.09499382,-0.5090241,-0.7985072,-0.47686145,-1.2084234,-1.1120174,-0.3470515,-0.1961235,-0.38876277,-1.1239183,-0.09443173,-0.026301844,0.8879422,0.8588416,0.028348507,-0.061024226,-0.225134,-0.880388,-1.1976596,-0.9671822,0.48882973,0.5596109,0.6332143,0.4974482,0.4423941
25,-0.012120986,-3.055304,0.5194549,-0.4464989,-0.556985,2.7635343,-1.4625195,-0.7807266,0.11190231,1.8719726,-0.7408059,-1.1433929,5.977383,1.1816152,-0.7404561,-0.25011888,0.7700441,-1.3792914,-1.2359686,0.71396005,-0.05084618,-0.7727607,-1.3988568,0.9094926,1.1708006,-0.29786798,-1.0885799,0.46704152,1.201739,1.5011204,-0.721976,-0.5755674,-0.9456052,1.4989641,1.3979578,0.72386134,1.3662703,0.79382247
26,0.8433858,2.7347267,0.7608011,-0.11637373,-0.30616868,-0.43580374,0.06682713,-0.3279914,-0.21500137,-0.49592623,0.099408284,0.016810985,8.411399,-0.3126694,0.10022218,-0.5113919,-0.18747725,-0.33060163,-0.950019,-0.39563367,-0.16168478,-0.557308,-0.5331877,0.20312862,0.026757043,-0.36329502,-0.74980265,0.15475449,0.2806728,1.2221674,-1.2221726,-0.63364655,-0.85809577,-0.8111768,-0.7806575,-0.59812254,0.95488936,0.9289935
27,0.5998708,14.897014,-2.0897186,2.211308,3.3449984,2.9430041,-1.3513482,-2.000465,0.43920556,3.1049333,-1.1006454,-0.6253416,7.9960823,-1.9230927,-1.1009771,0.167651,4.1288133,-1.0613211,-0.38118923,0.72462106,0.4047116,0.62037975,-1.0682695,1.6473007,1.6934167,-1.1827761,-1.5705041,0.9479128,1.6979941,0.07382934,0.077763654,-0.7384033,-0.72150433,-0.6302691,0.14197277,2.627986,0.09214769,-0.107655615
28,-1.0246309,-11.340589,0.9118922,-1.9346607,-1.3345139,-0.4583946,-1.7659166,-0.120414056,-0.28531352,-0.5882969,-1.3925723,-0.97000927,-8.085691,0.29468557,-1.3917893,-0.5493233,-0.48722556,-1.0174022,-0.5071186,-0.16680102,-0.44283956,0.11280151,-0.7585811,-0.34674034,0.5430497,1.3619167,1.0652269,1.1487849,-0.45235968,0.89345956,1.1714945,-0.26378804,0.5468481,0.62373644,0.5217543,0.03909383,0.47983226,-0.1169396
29,-3.344432,-21.483932,-0.7338497,-0.61206084,-0.6699058,-0.18782674,-2.756794,0.44846028,0.064098455,-0.12823139,0.108229965,-0.15732004,4.311953,-0.036580715,0.10875502,-0.328385,-0.9611054,0.6556622,-0.15400998,-1.9300233,-0.9362717,1.1144367,0.48411468,0.7280379,0.3833992,0.7046828,0.4116927,0.116271645,0.6346051,1.1302593,0.11216676,1.0208008,0.61677444,-0.2942959,-0.3815392,-0.40021673,1.0906767,-0.42404482
30,0.9395101,7.321394,-0.4549797,1.059625,0.9714356,-0.49704808,0.027232049,-0.74360406,-0.20969054,-0.019758876,0.16908175,-0.7070219,1.2859812,0.7983462,0.16740571,1.0677208,0.37261662,-0.8573389,-1.2155671,-0.04092803,-0.13162187,0.598158,-0.98918253,-1.0859674,-0.73527575,-0.4931888,0.3683184,-2.1120472,-0.8734182,0.6884075,0.15962216,0.7253028,0.09575788,0.48321027,0.59671617,0.7528418,0.280261,0.07911899
31,-3.03363,-20.456638,0.56918573,-0.5625558,-0.63697714,-0.31565452,-2.5772405,0.4546401,-0.1481122,-0.51065314,-0.30375284,-0.30845088,-5.472824,-0.26055625,-0.30333936,-0.27359742,-0.7634729,0.21547821,0.07634264,-1.6833957,-1.3663722,0.1740603,0.27491385,0.21851648,-0.5775816,0.22915061,-0.46290553,-0.2853179,-0.016579045,-0.010081263,-0.109108046,-0.40422207,0.24210465,-0.40785438,-0.5223902,-0.831621,0.41579387,0.44381523
32,-2.658745,-19.390324,0.27501953,-1.6761447,-1.2327206,0.6349726,-2.3047087,0.54205674,0.05285012,-0.22670981,0.49501175,-0.4128255,15.610855,1.4618887,0.4916744,2.1318693,-0.531202,0.015123337,-0.76781857,-0.13478388,-0.07145179,-0.15404192,-0.31805953,0.85333645,0.26135418,0.17499876,-0.58794105,0.17974451,0.8832349,-0.40983003,-0.40295717,-0.19732273,0.31746617,-0.3118872,-0.050755143,0.5461386,-0.98086417,-0.7643139
33,-1.9281998,-15.927902,0.2104999,-1.8383577,-1.2979655,2.6331813,-4.602699,-1.9765952,-0.28634232,-0.52396226,-1.2672508,-1.4201517,17.230429,0.11877862,-1.2659793,-0.85376924,0.30913433,-2.1574988,-2.4009619,-0.8111957,-0.18471855,-1.3134521,-2.4454195,2.4839578,0.3695429,-0.1744798,-1.0184222,-0.3756641,2.3962355,-0.2316198,-2.6063368,-2.1929128,-2.384154,-1.4533516,-1.4567486,-1.3269159,-0.6805478,-0.5551738
34,-0.67217493,0.1864439,-3.8255982,0.3137797,0.08098808,-0.45408282,-1.7174127,-1.2304835,-0.045578737,0.24095817,-0.17190184,-0.12497334,10.110987,-1.0326775,-0.17211726,0.129967,-0.6346445,-0.4460805,-0.73585296,-0.10257653,-0.46753967,0.16754752,-0.86843926,1.0073804,1.1872323,-0.07075161,-1.2397957,0.9242123,1.0586921,-0.06341949,0.2218992,0.91437733,0.95138705,-3.3283641,-3.2537603,-2.2238424,-0.5850896,-1.3215275
35,-2.373576,-3.7154844,-2.41485,2.3024695,3.6250389,-0.36807427,-3.3777616,-2.0324812,-0.0064675566,0.2841512,-1.3927772,-0.80355656,11.282866,-1.650618,-1.3924227,-0.27815568,2.6541286,-1.027541,-0.63876635,0.7857534,0.014803346,2.025061,-1.2774264,1.8844024,1.1593581,-0.60651326,-1.2380192,0.6240415,1.799915,0.11961504,0.6516147,1.2382908,0.93827885,-1.8923533,-1.2135125,1.6479969,-0.58608145,0.08886892
36,-4.08459,-24.646292,-0.8452735,-0.17528175,-0.35361823,0.17271474,-3.3293128,0.40587446,0.020443836,-0.36401698,-0.4434859,-0.030400205,-1.0910854,-1.0177151,-0.44440213,0.563189,-0.3604004,0.39843,0.687691,-0.18755153,-0.7364434,-0.46571037,0.2905429,1.7356348,0.08742513,-0.21467023,-0.96297365,-0.69468147,1.6171101,0.33155188,-0.81484234,-0.20642048,0.075468086,-1.4586107,-1.5714494,-1.5557892,1.0515507,1.1282206
37,2.0096948,16.37988,-2.0476663,1.2264433,1.2216953,-0.37454215,1.2649181,-0.7512435,-0.10148439,-0.2487418,0.58291286,0.6077087,5.0383525,-1.1036912,0.58427316,-0.8387635,2.1322682,0.11102162,-0.5479993,-0.23748466,0.20811586,1.8324344,-0.16981813,0.386268,0.4523175,-0.8357623,-1.014925,0.2550185,0.5162461,-0.27072343,-0.13146383,0.3772835,0.2829583,-1.5733747,-1.5551451,-1.0445297,0.36810356,0.011218958
38,2.4742959,17.3659,-0.41894934,0.9610547,0.83372986,-0.58027416,-2.5761428,-2.7467394,-0.33739206,-0.54412335,-1.5516374,-1.4096237,6.785633,-0.5754628,-1.5502917,-0.9115939,-0.19420011,-2.6192932,-2.871428,-1.243845,-0.20522584,-0.04411211,-2.7778535,1.108246,-0.8912469,0.6319318,1.5192816,-1.3724662,1.0925453,0.84073365,-2.8726969,-2.2079554,-2.591494,-1.0748662,-0.9254479,-0.38069487,0.055255536,-0.10689845
39,-1.6910931,-10.326561,-0.88798606,0.57611245,0.35775092,-0.58876616,-0.67832756,0.6017085,-0.11578259,-0.34891528,1.1046023,0.40396702,-0.24963528,-0.15049295,1.1061746,-0.9529954,-0.67661655,1.1532131,0.76218766,-1.4669918,-0.838218,0.82865345,1.0395707,0.27418232,0.3844245,0.33892962,-0.15607367,0.2717205,0.10800368,0.9772366,-0.8706978,-0.57457244,-0.73188657,-0.37523514,-0.5266766,-0.6801985,1.1589497,1.3023564
40,-1.774401,-4.9690137,-1.5779171,1.6550964,1.9848653,-0.5195162,-2.672018,-1.4446867,-0.15215723,-0.14709929,-0.8243205,-0.5565232,-0.87769,-1.1489911,-0.8254277,0.66937846,1.8287628,-0.383315,0.030767534,1.910917,1.2287443,0.43149483,-0.61563283,0.93829876,0.5608461,-0.010052101,-0.42849895,-0.104372256,0.7434212,-0.7295009,1.3121127,1.2612044,0.9437592,-1.6571697,-1.4968181,-0.3667704,1.0798957,-0.15561314
41,-3.6231928,-24.391516,-0.46490997,-1.3578597,-1.090373,-0.2965015,-3.8652697,-0.21470048,-0.2405115,-0.55808294,-1.0608094,-1.0951264,-0.9792856,0.78002816,-1.059667,-0.7642038,-0.59087527,-0.57437944,-0.799808,0.23770173,-0.23414724,-0.2556658,-0.6281109,0.7071847,0.92677873,0.6464858,-0.18351471,0.3732323,0.4771069,0.34920144,0.8066008,1.1655625,0.8920964,-0.2130803,-0.19773933,-0.31095934,-0.22527577,0.12783368
42,-3.3764734,-22.984997,0.49290553,-1.1094954,-0.96490043,0.004840478,-3.7954712,-0.3630358,-0.2022827,-0.433705,-1.0828785,-1.0394092,11.23214,0.76869386,-1.082238,-0.44708124,-0.3431658,-0.9146452,-1.3939402,-0.73506,-0.32432914,-0.90861225,-1.0132678,0.7613437,0.8108207,0.63134676,-0.2631301,0.45152974,0.5924093,0.26998886,0.81313306,0.763187,1.0965743,-0.33551854,-0.34805375,-0.41349766,1.2510659,0.4500822
43,-2.655541,-14.745875,0.028344968,1.104037,1.0358719,-0.4283081,-3.1853118,-0.88018,-0.11171956,0.7480661,-1.686064,-1.2604296,-16.04698,0.7140328,-1.6849934,-0.7427495,-0.36026734,-1.1354386,-0.816192,-0.7596023,-0.5961752,-0.51035637,-0.9504503,-0.9913301,-2.7076428,-1.4308469,-1.3124055,-3.6604445,-1.2121247,-1.422895,0.5826349,0.28552246,0.25018263,1.2004325,1.1752496,0.8383511,-5.2227287,-3.1653354
44,-1.5501106,-10.9821,0.60403657,0.14534715,-0.07965038,-0.5877111,-0.59890765,0.7529055,-0.10698705,-0.2484013,0.06322313,0.16837493,-2.7551875,-0.66933495,0.063678004,-0.28560024,-0.28208244,0.13072348,0.10689003,-0.89557725,-0.72252214,0.09934017,0.15475315,0.94918066,0.6993295,-0.43783772,-0.8329343,-0.59005105,1.2566248,0.3259824,-0.2392239,0.7800288,0.6104145,0.0225439,-0.026143037,-0.14311951,1.1500748,1.0700122
45,4.512132,30.935003,-0.35033453,0.74537706,0.55580443,-0.6499042,0.5071059,-1.9352112,-0.3124543,-0.4878699,-1.0955694,-1.1450053,-1.9497055,-0.13054325,-1.0949126,-0.4581494,0.5325814,-1.8600804,-1.6013414,0.20128211,0.32984865,-0.7977273,-1.8324409,0.18000019,0.6283772,0.20855278,0.5095216,1.0235968,0.28489935,-1.0222044,-0.111051984,-0.6915002,-0.6831503,1.2839352,1.3222774,1.1334666,0.47699904,0.38811135
46,-3.5975597,-20.178091,0.011664832,0.8352501,0.6679229,-0.62152505,-2.8342657,0.1621504,0.48556185,1.0485705,-1.2649014,-1.6257807,-30.956556,5.044214,-1.2681991,2.0390558,0.12774558,-0.89026093,0.2417384,2.7318394,1.555226,0.19708988,-0.6413145,-0.25821838,1.9943501,-0.28871664,-0.8866216,1.6263549,-0.3091696,-0.17831081,0.4084217,0.46281838,-0.34509525,4.4699163,4.865473,3.946699,-5.2438636,-2.4655075
47,-2.636316,-19.449352,0.6329869,-1.401535,-1.1110888,-0.40918982,-2.122147,0.7241572,-0.14305435,-0.4898708,-0.075285055,-0.23795243,1.793778,0.3783559,-0.07610114,0.5139618,-0.68389535,0.4169427,-0.14035371,-0.28918445,-0.5251254,-0.45704463,0.2999477,0.6323691,0.96695703,0.3020704,-0.65921766,0.68228835,0.5796822,0.3225855,0.60389847,1.1486468,0.92598194,-0.2412336,-0.35572234,-0.65216917,0.44935256,-0.14816965
48,-1.4507822,-9.374217,-0.027448153,0.562546,0.34257364,2.9208937,-1.9591858,-0.49817678,-0.17115417,-0.2881527,-0.44985887,-0.4705438,6.0660095,-0.22573967,-0.4510762,0.7531964,-0.2891732,-0.5168276,-1.2194662,-0.22742984,-0.4675337,-0.77005434,-0.623768,0.27719337,-0.238602,0.9036828,0.5284834,-0.23817591,0.20078748,0.19936258,-0.2962132,0.19531679,-0.048274357,-0.518505,-0.53171974,-0.43523654,0.29666087,0.7700825
49,0.44286767,1.9475372,0.5708734,0.56277716,0.34283212,-0.49766776,1.240941,0.47832957,0.025290737,1.0965059,1.2893829,0.7839914,4.4562597,-0.3494282,1.2872283,1.4137703,-1.1403682,1.0216544,-0.33282176,0.050513078,0.8049156,0.68008757,0.6570596,0.39603013,0.5923777,-0.4941693,-0.98640156,0.17660625,0.62560225,1.1494924,-2.8667443,-1.7865589,-2.0375059,-0.64754796,-0.58466214,-0.36665726,0.73744774,0.3257211
50,0.45568424,7.701026,-3.5163815,0.8964992,0.7473091,-0.43937418,-0.35576957,-0.9928038,-0.14896041,-0.50026745,0.049094234,0.33266628,5.946772,-0.891041,0.047660127,0.9100021,1.7776772,-0.07516415,-0.3862211,0.23261526,0.25996503,1.0266079,-0.28908885,-0.10888207,-0.85538924,-0.04913043,-0.10385767,-0.66911006,-0.3022025,-0.18304625,-0.49445924,-1.4953477,-1.1191242,-2.3366902,-2.2652383,-1.3818959,0.0766836,0.9049856
51,-1.0022019,-9.385299,0.78083587,-0.6164219,-0.67277265,-0.3834413,-1.2345948,0.054654624,-0.18456487,-0.41189107,0.09124151,-0.31898907,2.0698624,-0.2829757,0.09202916,-0.49530762,-0.01574315,-0.2698552,-0.49249145,0.17828783,0.15976273,-0.7717821,-0.39587376,1.0406867,0.8009869,-0.36168697,-1.0953727,-0.03569582,1.2339221,0.030425107,-0.3868687,0.7012975,0.10757564,-0.15984976,-0.21545874,-0.40599796,-1.8441535,-1.7590977
52,0.46850082,0.765658,-0.5593815,-0.7957264,-0.786161,0.12548155,0.09476547,-0.123698145,-0.13076518,-0.51738816,-0.32321778,0.036759183,-4.021195,-0.6065022,-0.32318702,-0.031826153,0.47498137,-0.25399062,-0.25413465,0.04620413,-0.37170208,-0.75336015,-0.23478585,-0.40342885,-1.0229676,0.52824885,0.74750996,-0.9119426,-0.45865905,-1.260782,0.28032997,-0.29388696,0.20167403,-0.5808236,-0.675748,-0.79947585,-0.26283202,-0.33999977
